text,gloss
আমি বন্ধুদের সাথে সময় কাটাতে পছন্দ করি।,আমি বন্ধু সাথে সময় কাটানো পছন্দ করা।
তুমি কি এই সিনেমাটা দেখেছো?,তুমি এই সিনেমা দেখা (প্রশ্ন)?
আমি আজ খুব বোর ফিল করছি।,আমি আজ খুব বোর ফিল করা।
আমার অনেক সাফল্য আছে।,আমার অনেক সাফল্য থাকা।
পরীক্ষা কখন শুরু হবে?,পরীক্ষা কখন শুরু করা
সময় ঠিকভাবে ব্যবহার করা খুব জরুরি।,সময় ঠিকভাবে ব্যবহার করা খুব জরুরি।
তুমি কি বাসে যাতায়াত করো?,তুমি বাসে যাতায়াত করা (প্রশ্ন)?
তুমি কি তোমার বাড়ির কাজ শেষ করেছো?,তুমি বাড়ি কাজ শেষ করা কি?
আমি ফটোগ্রাফি করতে খুব পছন্দ করি।,আমি ফটোগ্রাফি করা অনেক পছন্দ।
শিশুরা আঁকতে ভালোবাসে।,শিশু আঁকা ভালোবাসা।
আমি ভাজা খাবার বেশি পছন্দ করি।,আমি ভাজা খাবার বেশি পছন্দ করা।
সময় ঠিক মতো ব্যবস্থাপনা করা প্রয়োজন।,সময় ঠিক মতো ব্যবস্থাপনা করা প্রয়োজন।
আমি আজ স্থানীয় বাজারে যাব।,আমি আজ বাজার যাওয়া।
রোজ সকালে হাঁটা স্বাস্থ্যের জন্য ভালো।,রোজ সকাল হাঁটা স্বাস্থ্য ভালো।
দুর্গাপূজা আমাদের সমাজে একটি গুরুত্বপূর্ণ সাংস্কৃতিক ঐতিহ্য।,দুর্গাপূজা আমাদের সমাজ গুরুত্বপূর্ণ সাংস্কৃতিক ঐতিহ্য হওয়া
তোমার প্রিয় স্মৃতিটি কী?,তোমার প্রিয় স্মৃতি কি (প্রশ্ন)?
আমি প্রতিদিন অফিসে কাজ করি।,আমি প্রতিদিন অফিসে কাজ করা।
আমি আগামী বছর বিশ্ববিদ্যালয়ে পড়তে যাব।,আগামী বছর আমি বিশ্ববিদ্যালয় পড়া যেতে।
গাছে অনেক পাখি ডাকছে।,গাছ অনেক পাখি ডাক করা।
একটি জিরাফের জিহ্বা প্রায় অর্ধেক মিটার লম্বা।,জিরাফ জিহ্বা অর্ধেক মিটার লম্বা।
টাকা জমালে ভবিষ্যতে উপকার হতে পারে।,"টাকা জমানো, ভবিষ্যতে উপকার হওয়া পারা।"
পরিবেশ রক্ষা করতে সবাইকে সচেতন হতে হবে।,"সবাই সচেতন হওয়া, পরিবেশ রক্ষা করা।"
