text,gloss
আমি ব্যায়াম না করলে শরীর ভারী লাগে।,"আমি ব্যায়াম না করা, শরীর ভারী লাগা।"
তুমি কি আজ নতুন পোশাক কিনেছ?,তুমি আজ নতুন জামা কেনা (প্রশ্ন)?
সে তার ভুল স্বীকার করে ক্ষমা চেয়েছে।,"সে ভুল স্বীকার করা, মাফ চাওয়া।"
আমরা সন্ধ্যায় একটি অনলাইন কর্মশালায় যোগ দেব।,আমরা সন্ধ্যা অনলাইন ক্লাস অংশ নেওয়া।
আপনার বাড়ির সামনে নতুন আলো লাগানো হয়েছে।,আপনার বাড়ি সামনে নতুন আলো লাগানো।
আমি দুপুরে হালকা খাবার খেয়েছি।,দুপুর আমি হালকা খাবার খাওয়া শেষ।
তুমি কি কাল তোমার অ্যাসাইনমেন্ট জমা দিয়েছিলে?,তুমি কাল তোমার কাজ জমা দেওয়া (প্রশ্ন)?
সে তার সহকর্মীদের সঙ্গে সভায় যোগ দিয়েছে।,সে সহকর্মী সাথে মিটিং অংশ নেওয়া।
আমরা ছুটির দিনে চা-বাগান দেখতে গিয়েছিলাম।,ছুটি দিন আমরা চা বাগান দেখা।
আপনার মেয়েটি আজ খুব প্রাণবন্ত দেখাচ্ছে।,আপনার মেয়ে আজ খুব খুশি/চঞ্চল দেখা।
আমি প্রকৃতির ছবি তুলতে ভালোবাসি।,আমি প্রকৃতি ছবি তোলা ভালোবাসা।
তুমি কি আজ একটু বেশি ব্যস্ত?,তুমি আজ বেশি ব্যস্ত (প্রশ্ন)?
সে সকালে ব্যায়াম করে শরীরকে সুস্থ রাখে।,"সে সকাল ব্যায়াম করা, শরীর সুস্থ রাখা।"
আমরা শহরের একটি নতুন প্রদর্শনীতে গিয়েছিলাম।,আমরা শহর নতুন প্রদর্শনী দেখা।
আপনার এলাকায় আজ বেশ শান্ত পরিবেশ।,আপনার এলাকা আজ খুব শান্ত।
আমি নিয়মিত খবর দেখে বিভিন্ন দেশের রাজনৈতিক পরিস্থিতি বোঝার চেষ্টা করি।,"আমি প্রতিদিন খবর দেখা, দেশ অবস্থা বোঝা।"
তুমি কি আজ কম পানি খেয়েছ?,তুমি আজ কম পানি খাওয়া (প্রশ্ন)?
সে পরিবেশের প্রতি খুব সচেতনভাবে কাজ করছে।,সে পরিবেশ বাঁচানো কাজ করা।
আমরা গতরাতে দেরি করে বাসায় ফিরেছিলাম।,গত রাত আমরা দেরি বাড়ি আসা।
